id,name,desc,skill_desc1,skill_desc2,skill_desc3,skill_desc4
854001,黄忠,"
1.雲華学部に所属する拘束効果が特徴の火力役戦姫。
2.通常攻撃は、ランダムで3体の敵にダメージを与える。
3.基本ステータスの速度が高いため、攻撃順が早い。
4.アクティブスキルは一定の確率で敵を沈黙させ、同時に自身のダメージ軽減と拘束耐性も強化できる。",アクティブスキルは敵全体にダメージを与えると共に、確率で沈黙効果を与えられる。\n星10の場合、ダメージ軽減効果と拘束耐性の強化効果も追加されるため、PVPでの生存力もある程度確保できる。,強化スキル。攻撃、会心率、会心ダメージを強化することで、黄忠の火力を全面的にアップできる。,強化スキル。敵が倒れるたび、自身の攻撃力と会心ダメージを強化できる。,強化スキル。通常攻撃では確率で目標に毒効果を付与、低確率で沈黙を付与する追加効果がある。
854002,許褚,1.雲華学部に所属するHPが極めて高いウォーリア型戦姫。壁役に適している。\n2.HPが高いため、多くのダメージに耐えることができ、回復能力がある戦姫と組み合わせることで、味方をよりよく守ることができる。\n3.アクティブスキルを使用後、敵全体に継続ダメージを与える燃焼状態を付与できる。さらに攻撃を受けた時にも攻撃者の突破力を減少する他、燃焼状態も付与できるため、一定のダメージを与えることもできる。,アクティブスキルは敵全体にダメージと追加ダメージ与えることができる。\n星10の場合、自身の攻撃と会心率を上げることができるため、火力も強化されている。,強化スキル。生存能力を強化する。,回復スキル。味方が会心攻撃する時に自身のHPが回復できる。\nこのスキルが存在するため、会心率が高い戦姫と同じチームに入れることで、よりよい相乗効果が期待できる。,パッシブスキル。攻撃を受けた時、敵の突破力を減少すると同時に燃焼状態を付与する。\nこのスキルにより、許褚は壁役の戦姫でありながら、一定程度のダメージも出せる。
854003,劉表,1.雲華学部に所属する集中火力が特徴の火力役戦姫。\n2.パッシブスキルは会心率と会心ダメージを増加させると同時に、HPが一番低い敵に攻撃できるため、後列のHPが少ない敵の対策として使用できる。\n3.アクティブスキルはソーサラーの敵に追加の流血ダメージを与えられる。,アクティブスキルはランダムで後列の敵1名にダメージを与え、ターゲットがソーサラーの場合は追加ダメージも与えられる。\n星6以上の場合、ターゲットが2名に増加する。,強化スキル。クリティカル率とクリティカルダメージを強化して、ダメージ能力を上昇させる。,強化スキル。通常攻撃の目標をHPが一番低い敵に変更し、さらに目標の攻撃力を減少する。\nアクティブスキルと組み合わせることにより、後列のソーサラー敵に特化した存在とも言える。,強化スキル。攻撃する時、一定の確率で敵に毒効果を与えられる。
854004,蔡文姫,1.雲華学部に所属する比較的オールラウンダーなサポート役戦姫。\n2.味方の攻撃力、ダメージ軽減率を上げる他、敵の攻撃力、防御力を減少することもできる。\n3.味方の攻撃力を割合で増やせるため、元の攻撃力が高いほど、効果が顕著でもある。,アクティブスキルは敵全体にダメージを与えると共に、敵の攻撃を減少し、味方の攻撃を増加することができる。\n星10の場合は、低確率で会心ダメージを大幅に増加する会心の印を付与することができる。このスキルはダメージよりも全体攻撃バフの方が肝心である。,強化スキル。生存能力を強化する。,強化スキル。敵の生存力を下げることができる。,強化スキル。HPが少ない時、味方全体の生存力を強化できる。
854005,祝融,1、雲華学部に所属する集中火力が特徴の火力役戦姫。\n2、基礎攻撃力が高く、ゲーム序盤で高いダメージを与えることができる。また、敵が倒された後、HPを回復するため、一定の持続力と拘束力を持つ。,アクティブスキルは敵の後列にダメージを与えると同時に、ウォーリアの敵を一定の確率で気絶させることもできる。\n星10の場合、レンジャーの敵に気絶、ソーサラーの敵に沈黙効果を与えるようになるため、後列にいる火力役はある程度対応できる。,強化スキル。攻撃する時、敵の突破力を減少できる。,強化スキル。攻撃と会心率を上げることで、火力を大幅に強化できる。,回復スキル。敵が倒れるたび、一定のHPを回復できる。
854006,郭氏,1.雲華学部に所属する頼もしい壁役のウォーリア戦姫。\n2.ダメージ軽減率とHPが高いため、生存力が高いのが特徴。\n3.カウンターの他、攻撃者の会心率を減少できるパッシブスキルもあり、アクティブスキルでは敵の防御力を吸収し、さらに自身のHPも回復できるため、どんな状況においても頼もしい壁役である。,アクティブスキルは前列の敵にダメージを与えると同時に、防御力を吸収する。自身の生存力を高めると同時に敵に弱めることもできる。\n星10の場合、回復効果もあり、自身の生存力がさらに強化される。,パッシブスキル。攻撃を受けた場合、攻撃者の会心率を下げることで、間接的に味方の生存力を高められる。,強化スキル。生存力を強化する。,カウンタースキル。攻撃を受けた場合、確率でカウンターを行う。
854007,呂蒙,1.雲華学部に所属する火力役と壁役どちらもこなせる戦姫。\n2.前列に配置する時は壁役、後列に配置する時は火力役として使い分けられる。HPが少ない時、自身の攻撃力と会心率も増やすことができる。,アクティブスキルはランダム2名の敵にダメージを与え、さらに自身のHPを回復する。\n星6の場合、3名に増加する。\n星10の場合、会心率と会心ダメージの強化が追加される。,強化スキル。攻撃するたび（通常攻撃を含む）、自身のクリティカルを強化して、自身のHPを一定回復する。星6以降は速度を加速して、素早く攻撃できるようになる。,強化スキル。後列にいる時は火力を、前列にいる時は生存力を強化できる。\n後列で火力役として使用すると効果的。,強化スキル。HPが少ない時、自身の攻撃力と会心率を増加させる。\nこのスキルがあるため、後列で火力役として使用することをお勧め。
854008,諸葛亮,"
1.雲華学部に所属する火力と回復の両方をこなせるサポート役戦姫。
2.継続的に味方のHPを回復する他、自身の攻撃力、会心率、HPを増加させることもできる。会心率と攻撃力を強化できる装備をすることで、自身の火力もしくは回復能力を大幅に上げることができる。どんな場面でも力を発揮できる戦姫である。
3.「風の挽歌」のレベル3以降、自身HPが50%を下回った時、100％の確率で敵全体に沈黙を与えられる。
4.どんな状況でも柔軟に対応できるオールラウンダーな戦姫のため、育成することをお勧め。",アクティブスキルは4名の敵にダメージを与えると共に、味方全体に継続回復効果を付与する。\n他のプリースト戦姫と比べ、諸葛亮の回復能力は極めて高い。,強化スキル。自身の火力と生存力を大幅に強化できる。,強化スキル。通常攻撃で自身のHPを回復することができ、さらに自身の攻撃力を強化することもできる。\n回復できる数値は攻撃力によって決定するため、攻撃力が高いほど回復の効果も高くなる。,強化スキル。HPが少ない時、確率で敵全体を沈黙させ、自身の会心ダメージを大幅に増加し、自身のHPを最大まで回復する。\n星10の場合、沈黙の確率が100%に強化される。
854009,孫尚香,"
1.雲華学部に所属する火力役の戦姫。
2.通常攻撃は、ランダムで3体の敵にダメージを与える。
3.毒状態による継続ダメージを与えることができ、アクティブスキルを使用した時と会心ダメージを与えた時、確率で目標に毒状態を付与する。
毒状態の敵により高いダメージを与えられるため、霊帝、司馬懿などと組み合わせると、更なる相乗効果が期待できる。",アクティブスキルはランダムで3体の敵にダメージと追加ダメージを与えられる。\n星6の場合、目標は4体に増加する。\n星10の場合、速度減少効果もあり、敵の行動順を遅らせることができる。,強化スキル。自身の火力を大幅に増加できる。,強化スキル。会心攻撃する時、目標に継続ダメージを与える。\n発動条件はやや厳しめ。,強化スキル。毒状態の目標に与えるダメージを増加できる。\nこのスキルを所有するため、孫尚香は他の毒付与可能な戦姫と同じチームに入れることで、相乗効果が期待できる。
854010,呂玲綺,1.雲華学部に所属する、印を重ねることでダメージを強化できるサポート役戦姫。\n2.PVEの場合は現状唯一無二の存在であり、印を重ねることで敵の被ダメージを増加させることから、味方全体の火力を底上げすることができる。\n3.会心攻撃した時にHPを回復できるため、一定程度の生存力もある。,アクティブスキルはランダム2体の敵にダメージを与えると同時に、攻撃を減少し、印を付与することができる。\n印による効果は味方全体に適用されるので、呂玲綺が印を多く重ねるほど、敵へのダメージも強化されていく。,強化スキル。ダメージと生存能力がアップ。,強化スキル。会心攻撃した時、自身のHPを回復できる。回復量が比較的高いため、一定程度に生存力を強化できる。,強化スキル。通常攻撃は複数の敵を攻撃できる他、攻撃目標に印をつけることもできる。\nアクティブスキルと組み合わせることで、印をより効率的に付与できる。
855001,ワラスキ,此處為填充文本,此處為填充文本,此處為填充文本,此處為填充文本,此處為填充文本
855002,司馬昭,1.修羅学部に所属する全体石化能力を持つ火力役戦姫。\n2.星10の場合、スキルは敵全体を攻撃して、確率でエネルギーを減少させることができ、通常攻撃でもやや高い確率で敵を石化できる。パッシブスキルは、自身の速度を加速することで自身の攻撃順位を早められるので、どんな場面でも役割をこなせる戦姫である。\n3.修羅学部の戦姫の育成コストが高いため、所有のリソースと相談して育成を考えよう。,アクティブスキルは敵全体にダメージを与え、さらに確率で石化状態を付与できる。\n同時にエネルギーを吸収できるため、敵のスキル使用を遅らせることができる。,強化スキル。通常攻撃で敵のエネルギーを減少し、さらに確率で敵を石化することができる。これにより敵のアクティブスキル使用を遅らせることができる。,強化スキル。自身の火力と生存力、速度を強化できる。\n星10の場合は速度を60増やせるため、自身の攻撃順を早めることができる。,強化スキル。HPが少ない場合、自身の攻撃は大幅に増加させるが、防御力は減少する。
855003,郭嘉,"
1.修羅学部に所属する極めて強力な単体攻撃能力を誇る火力役戦姫。
2.アクティブスキルは自身の会心率を大幅に増加できる。味方アクティブスキルを使用するたびに自身のエネルギーが増えるため、自身のアクティブスキルの使用頻度も高くできる。
3.アクティブスキルは、敵のHP上限により追加ダメージを与えるため、HPが高い敵により多くのダメージを与えられる。このスキルにより、単体BOSSへの火力役としては効果的。
4.沈黙無効かつエネルギーが回復するときにHPも回復できるので、生存力も高い。
5.修羅学部の戦姫の育成コストは高いため、所有のリソースと相談して育成を考えよう。",アクティブスキルは敵1体にダメージを与えると同時に、HPが自身より高い敵に追加ダメージを与え、さらに自身の会心率も増やせられる。\n敵のHPが高いほど、追加ダメージも高くなる。会心率アップも自身の火力を強化できる。\n星10の場合は目標を2体に変更し、プリーストの敵に追加ダメージを与えられる。,強化スキル。味方がスキルを使用するたび、一定のエネルギーとHPを回復する。\nチームに複数の郭嘉がいる場合、エネルギーとHPが連続で回復される。,強化スキル。生存力と速度、火力を強化でき、さらに沈黙を無効にできる。\n当スキルを所有するため、沈黙効果がメインの戦姫は余裕を持って対抗できる。,強化スキル。通常攻撃で後列の敵をランダム1体を対象とし、さらに目標のエネルギーを減少できる。\n後列にいる火力役のアクティブスキル使用を一定程度抑制することができる。
855004,于吉,"
1.修羅学部に所属する復活スキルを持つウォーリア戦姫。
2.自身の火力が高く、主に行動時間外の継続ダメージがメインであり、更に回復、復活、石化の効果を持ち、壁役としてもかなり優秀である。
3.一回目の死亡は特定の戦姫へのバフ効果や、ダメージ効果のトリガーとなる。例えば、イサウ＆ヤコブと組み合わせれば、敵に大ダメージを与えることができる。曹操と組み合わせれば、曹操の火力をより強化できる。
4.修羅学部の戦姫は育成コストが高いため、所有のリソースと相談して育成を考えよう。",アクティブスキル。後列の敵にダメージを与えると同時に印を付与する。さらに自身のダメージ軽減率も増加できる。印が付与された目標に継続ダメージを与えることができる。\n星10の場合、一定の確率でもう1つの印を付与ことができる。\n本スキルは于吉のメインスキルである。火力があると同時に、ダメージ軽減率を増加することで、自身の生存力も強化される。,強化スキル。攻撃するたびに敵に印を付与し、さらに一定の確率で石化させる。,カウンタースキル。攻撃を受ける時、敵に印を付与し、自身のHPを回復する。,蘇生スキル。星9以降は最大HPの状態で復活する。
855005,ルシファー,"
1、修羅学部に所属する範囲攻撃型レンジャー。
2、味方がスキルを発動するたび、自身のエネルギーを回復し、数ターン持続の追加ダメージを与える。戦闘が長い程、ダメージが大きくなる。
3、速度が速い戦姫と組ませると、ルシファーがスキルを発動するペースが上がる。
4、アクティブスキルはレンジャーの敵に追加ダメージを与えるため、最上階攻略に使える。
5、修羅学部の戦姫を育成するのは費用がかかるので、現在のリソースと相談して育成を進めると良いだろう。",アクティブスキルは敵全体を攻撃し、持続ダメージを与え、さらにレンジャーの敵に追加ダメージを与える。\nこのスキルはレンジャーの敵に対して強い。,強化スキル。生存能力とダメージ能力を大幅にアップ。,強化スキル。攻撃するたび、自身の攻撃力と速度を増加。\nこのスキルにより、ルシファーは戦えば戦うほど強くなる。,強化スキル。味方戦姫がスキルを発動するたび、自身のエネルギーを回復し、パッシブスキル2と合わせて、ルシファーは連続でスキルを発動できる。
855006,イサウ＆ヤコブ,"
1、修羅学部に所属するメインダメージ型戦姫。
2、高い基礎速度、ダメージ軽減を持ち、さらに拘束無効、敵のエネルギーを減少させられるため、とても汎用的。
3、甘夫人、曹休と組むことで、戦姫が倒されると敵に大ダメージを与える自爆チームができる。
4、修羅学部の戦姫を育成するのは費用がかかるので、現在の手持ちと相談して育成を進めると良いだろう。",アクティブスキルはランダムで1体の敵に大ダメージを与え、命中した敵が前列の場合、防御力を減少させて石化させる。命中した敵が後列の場合、攻撃力と速度を減少させる。\nイサウ＆ヤコブは速度が速いため、先手を打つことが多い。,強化スキル。自身のHP、ダメージ軽減、速度、拘束耐性を増加し、生存能力を高める。\n星7以降、拘束耐性は100%になり、拘束効果を無効化する。,強化スキル。通常攻撃はHPが最も少ない敵を狙い、エネルギーを減少させる。\nそのため、攻撃目標はほぼ反撃できなくなる。,コアスキル。敵味方問わず戦姫が倒されると、敵全員に大ダメージを与える。\nこのスキルは自爆チームのコアスキル。スキルの効果を発揮するために、弱い戦姫と組ませることもありだろう。
856001,水鏡,"
1、辰星学部に所属する汎用的なダメージ型戦姫。
2、攻撃されると自身のHPを回復し、防御貫通をアップする。生存能力が高め。
3、攻撃するたびに自身の防御貫通をアップし、戦闘が続く程ダメージは大きくなる。
4、辰星学部の戦姫は育成コストが高いため、所有のリソースと相談して育成を考えよう。",アクティブスキルは敵4体にダメージを与え、味方3体を回復し、防御貫通をアップさせる。\n防御貫通は防御力を無視することができる。,強化スキル。攻撃するたびに、自身のHPを回復し、防御貫通をアップする。生存能力が高め。,強化スキル。ダメージ能力と生存能力をアップ。,強化スキル。攻撃を受けると自身を回復し、防御貫通をアップする。
856002,ガブリエル,"
1.辰星学部に所属する火力役戦姫。敵全体に大ダメージを与えられる。
2.通常攻撃は敵前列の戦姫にダメージを与える。
3.自身の生存力が高く、ランクが上がると盾役としても使える。
4.会心の印の効果で味方の会心攻撃から追加ダメージが発生するようになるため、会心攻撃も含めた全体の与ダメージが上がる。
5.辰星学部の戦姫は育成コストが高いため、所有のリソースと相談して育成を考えよう。",アクティブスキルは敵全員にダメージを与え、会心の印を付与する。会心攻撃が発生する時追加ダメージを与える。\n星10以降はさらに確率でもう一つの印を付与する。,強化スキル。生存能力とダメージ能力を大幅にアップ。\nダメージ軽減と防御貫通を獲得。,強化スキル。攻撃するたび、敵に会心の印を付与し、自身の攻撃力をアップ。\nアクティブスキルと合わせて、大ダメージを与える。,強化スキル。攻撃を受ける時、敵に会心の印を付与し、自身の会心ダメージをアップする。
856003,ミカエル,1、辰星学部に所属する復活能力を所有するダメージ型戦姫。\n2、様々な面において強力な戦姫である。「聖潔の盾」はレベル3以降、全ての拘束効果を無視できる。星10以降、アクティブスキルはダメージや気絶効果を与えるだけでなく、同時に味方の回復も行える。さらに倒れた後に復活することもできる。\n3、辰星学部の戦姫は育成コストが高いため、所有のリソースと相談して育成を考えよう。,アクティブスキルはランダムで3名の敵にダメージを与え、一定確率で気絶させる。同時にHPが最も低い味方戦姫のHPを回復させる。\n星10以降の回復量は大きく、同時に対象の会心率をアップさせる。\nこのスキルはとても強力なサポートスキルで、瀕死の味方戦姫を守ることができる。,強化スキル。ダメージと速度が大幅にアップし、戦闘の流れを掌握する。,蘇生スキル。星8以降は最大HPの状態で復活する。,強化スキル。拘束耐性がアップし、星9以降は耐性が100%になる。どのような状況でも活躍できる。
856004,龐統,"
1、辰星学部に所属する大ダメージを与えられるダメージ型戦姫。
2、最高の基礎速度を有し、敵戦姫を倒すことでエネルギーが回復し、継続して能力を発揮できる。残りHPが少なくなった敵チームを震え上がらせるだろう。
3、気絶無効により、多くの戦闘で大きな力を発揮する。
4、辰星学部の戦姫は育成コストが高いため、所有のリソースと相談して育成を考えよう。","
アクティブスキルはランダムで1名の敵にダメージを与え、目標のHPが自身より多い場合は一定の確率で気絶させ、少ない場合は追加ダメージを与える。
星6以降は目標が2名に増加する。
星10以降は拘束確率が100%になる。
耐性を持つ目標以外は安定して拘束し、大量のダメージを与えることができる。",強化スキル。通常攻撃で敵のHPが最も低い敵を狙うようになり、とどめを刺しやすくなる。,強化スキル。敵戦姫が倒れると、エネルギーを獲得し、防御貫通が大きくアップする。\n戦闘中このスキルとアクティブスキルが組み合わさることで、相手にとどめを刺し続けることができる。,強化スキル。防御貫通、速度、会心率が大きくアップし、気絶無効になる。\nこのスキルにより、気絶スキルが採用されることの多いPVPで活躍することができる。
856005,華佗,"
1、辰星学部に所属するチームの速度や攻撃能力をアップさせるアシスト型戦姫。
2、能力は非常に全面的で、味方のHPを回復するだけでなく、速度や攻撃力をアップさせ、さらに倒れた後でも、味方のHPを継続的に回復する。
3、自身の生存能力が高く、継続的に味方にバフを与えることができる。
4、辰星学部の戦姫を育成するのは費用がかかるので、現在の手持ちと相談して育成を進めると良いだろう。",アクティブスキルはランダムで4名の敵にダメージを与え、同時にランダムで4名の味方戦姫の攻撃、速度、治療効果をアップさせる。\nこのスキルにより、味方が先手を打てるようになるだけでなく、生存能力も高めることができる。,強化スキル。生存能力とダメージ能力をアップさせ、同時に拘束耐性もアップさせる。,回復スキル。通常攻撃は、ランダムで3名の味方のHPを大きく回復させる。\nこのスキルとアクティブスキルが組み合わさることで、華佗は恐ろしいほどの治療能力を発揮する。,強化スキル。自身が倒されると、5ターンの間全ての味方戦姫を大きく回復する。\n戦闘のテンポが速くなるに連れて、華佗が倒れた後の味方チームの生存率に大きく影響する。
854011,赤蓮,"
1、雲華学部に所属する自身のHPに基づいてダメージを与える、ダメージ型戦姫。
2、HPが高く、吸収もあり、相手の攻撃力を下げることができるため、味方の生存率も上昇する。
3、燃焼ダメージが主なダメージ源になる。自身のHPを増加することにより、生存能力とダメージ能力を強化する。
4、HPが最も高い敵に大ダメージを与えられる。
5、拘束されるとHPを継続回復し、更にダメージを与える。様々な場面で活躍できる万能な戦姫。",アクティブスキルはランダムで敵3名にダメージを与え、相手の攻撃力を吸収する。さらに現状HPが最も高い敵に自身のHPに基づく割合で燃焼ダメージを与える。\n当スキルはダメージが高く、さらに敵3名の攻撃力を下げ、自身の攻撃力を上昇させることができる。,強化スキル。HP、攻撃力、クリティカルを増加して、生存能力とダメージ能力を強化する。,強化スキル。通常攻撃はランダムで敵3名にダメージを与え、相手の攻撃力を下げて、さらに自身のHPに基づく割合で燃焼ダメージを与える。\n当スキルは複数の敵に大ダメージを与えるだけでなく、相手の攻撃力を下げることにより、味方の生存率も上昇する。,強化スキル。拘束されるとHPを継続回復する。ランダムで敵3名に自身のHPに基づく割合で燃焼ダメージを与える。
852012,シルバー,1、神威学部に所属するキル能力に優れたダメージ型戦姫。\n2、スキル構成はまさにザ・アサシン。通常攻撃とブロックをすると、「チェイス」効果がスタックし、敵のHPが低い戦姫に大量な直接ダメージと流血ダメージを与える。さらに敵を倒すと、一定のHPを回復するため、持久力も非常に高い。\nシルバーは元々速度が速く、パッシブスキルによりブロックと拘束耐性が増加するため、生存能力は非常に優秀であり、そのため攻撃できる回数も確保できる。,アクティブスキルはHPが最も低い敵に大量な直接ダメージと、2ターンの継続ダメージを与える。\n当スキルがレベル3になると、ダメージが非常に高くなり、流血ダメージと相まって、敵のHPが低い戦姫の脅威となる。,強化スキル。攻撃力、会心率、ブロック、拘束耐性、速度が増加して、シルバーのダメージ能力と生存能力を全面的に上昇させる。\nブロックの上昇により、チェイスのスタックが溜まりやすくなり、大幅にダメージ能力を強化する。,強化スキル。敵の攻撃をブロックするたび、「チェイス」効果を1スタック獲得する。アクティブスキルを使用時、各スタックの「チェイス」は、HPが最も低い敵に大量な直接ダメージと継続ダメージを与える。\n「チェイス」のダメージが非常に高いため、なるべくブロックを強化して、チェイスのスタックを増加させよう。,強化スキル。通常攻撃をした時、チェイス効果を2スタック獲得して、自身が敵を倒すと、HPを回復する。\n「シルバーライト」がレベル3になると、HPを100％回復するため、持久力が大幅に強化される。
853012,魏延（青羽）,1、風見学部に所属する拘束能力が非常に高いダメージ型戦姫。\n2、魏延（青羽）のスキルは「気絶」が重要なキーワードとなる。戦闘中に戦姫が気絶すると、大量なダメージを与えると同時に、自身のHPを回復し、攻撃力を増加する。自身が攻撃を受けた時、失ったHPが上限の50％を超えた場合、相手を気絶させる。\n3、魏延（青羽）に「運命の魂晶」などの、エネルギーが上昇する装備を装着して、スキルの回転を早くしよう。また、陸遜などの先手拘束戦姫と合わせば、かなりのダメージが期待できる。,アクティブスキルはランダムで3体の敵戦姫にダメージを与え、一定確率で相手を気絶させる。\n相手が既に気絶している場合、必ず会心が発動する。このスキルは魏延（青羽）の核心となるダメージスキル。魏延（青羽）のパッシブスキル、またはその他先手拘束戦姫と合わせば、大ダメージが期待できる。,強化スキル。HP、攻撃力、会心ダメージと拘束耐性が増加する。\nアクティブスキルにより、会心ダメージの増加でダメージを大幅にアップできる。拘束耐性の増加により、魏延（青羽）の生存率を上昇させることが可能。,強化スキル。攻撃を受けた時、失ったHPが上限の50％を超えたの場合、相手を気絶させ、自身のHPを回復する。受けたダメージが低かった場合、自身の攻撃力を増加する。\n当スキルにより、魏延（青羽）は相手を気絶させやすくなり、他のスキルと合わせて、ダメージを与えることができる。,強化スキル。戦闘中に戦姫が気絶した場合（敵味方関係なく）、ランダムで2体の敵戦姫にダメージを与え、さらに自身のHPを回復する。\nこのスキルにより、魏延（青羽）を複数、またはその他気絶スキルを持つ戦姫と組み合わせると、多大なダメージを期待でき、同時に一定の持続力を手に入れることができる。
851012,フェンリル,1、隠匿学部に所属する継続ダメージ能力を持つウォーリア型戦姫。ダメージ量が安定していて、戦闘が長引くほど自身に有利になる。\n2、アクティブスキル「デッドカウンター」により、前後列の敵両方に対し、安定したダメージを与えることができる。さらにブロックを3回発動するごとに、自身にかけられた拘束効果の解除とともに、HP回復ができるカウンターも発動する。まさに難攻不落の要塞。\n3、チームの組み合わせについては、持久戦を得意とする回復型や拘束型戦姫、例えば華陀、陸遜などがお勧め。,アクティブスキルはランダムで3体の敵にダメージを与えるとともに、流血効果も付与する。\n当スキルがレベル3になると、ダメージ量が206％にもなり、かなり効果的である。また、流血効果があるため、他の戦姫とも合わせやすい。\n後列の敵を対象とした場合、必ず会心ダメージになるため、後列にいる敵の対策として起用することもいいだろう。,強化スキル。HP、攻撃力、突破力とブロックを強化する。\n突破力が強化されるため、アクティブスキルと組み合わせると、他のウォーリア型戦姫より高いダメージ能力を発揮できる。\nブロック強化とスキル「デッドカウンター」があるため、生存力とダメージ能力を両立することが可能。,強化スキル。戦姫（自身も含め）がアクティブスキルを使用するたびに、自身の攻撃力と会心ダメージが永久強化される。\n戦闘が長引くほど、その効果が顕著になるだろう。,コアスキル。3回ブロックするごとに自身にかけられた拘束効果を解除し、ランダムで3体の敵に、相手HPの上限に依存するカウンターが発動する。さらに与えたダメージにより、自身のHPを回復することもできる。\n本スキルにより、フェンリルは回復能力とともに、HP上限が高い敵に大ダメージを与えることが可能だ。
